1       CPU: 2,448436                   RAM: 2267                       D˜SK: 0
403     CPU: 8,635522                   RAM: 2417                       D˜SK: 0,2677133
404     CPU: 7,627254                   RAM: 2408                       D˜SK: 0,640692
405     CPU: 2,805188                   RAM: 2407                       D˜SK: 0,1016985
406     CPU: 4,774161                   RAM: 2416                       D˜SK: 0,02139981
407     CPU: 7,343431                   RAM: 2412                       D˜SK: 0,07730097
408     CPU: 9,339253                   RAM: 2416                       D˜SK: 0,1405385
409     CPU: 6,779502                   RAM: 2413                       D˜SK: 10,14038
410     CPU: 12,85317                   RAM: 2411                       D˜SK: 0,02628564
411     CPU: 4,157982                   RAM: 2413                       D˜SK: 0,0780171
412     CPU: 7,825389                   RAM: 2413                       D˜SK: 0,1516155
413     CPU: 2,66068                    RAM: 2415                       D˜SK: 0,6804574
414     CPU: 7,404023                   RAM: 2418                       D˜SK: 0,9411334
415     CPU: 6,939515                   RAM: 2417                       D˜SK: 0,4314375
416     CPU: 5,646402                   RAM: 2403                       D˜SK: 4,122728
417     CPU: 15,66783                   RAM: 2404                       D˜SK: 0,5015629
418     CPU: 6,960125                   RAM: 2415                       D˜SK: 0,03223819
419     CPU: 4,595202                   RAM: 2417                       D˜SK: 7,093103
420     CPU: 15,8784                    RAM: 2449                       D˜SK: 1,70213
421     CPU: 7,925459                   RAM: 2454                       D˜SK: 0,108512
422     CPU: 4,816657                   RAM: 2457                       D˜SK: 0,02705333
423     CPU: 13,85048                   RAM: 2453                       D˜SK: 0,1397301
424     CPU: 10,1611                    RAM: 2450                       D˜SK: 0,1478649
425     CPU: 4,318731                   RAM: 2450                       D˜SK: 0,02733542
426     CPU: 4,167064                   RAM: 2453                       D˜SK: 0,03997982
427     CPU: 5,864024                   RAM: 2456                       D˜SK: 0,08408747
428     CPU: 9,72833                    RAM: 2459                       D˜SK: 0,1053345
429     CPU: 5,573803                   RAM: 2453                       D˜SK: 1,736792
430     CPU: 5,576647                   RAM: 2449                       D˜SK: 3,10715
431     CPU: 3,017507                   RAM: 2453                       D˜SK: 0,04812758
432     CPU: 5,902629                   RAM: 2456                       D˜SK: 0,1211847
433     CPU: 6,363453                   RAM: 2458                       D˜SK: 0,02634259
434     CPU: 10,14169                   RAM: 2460                       D˜SK: 0,4676541
435     CPU: 7,090599                   RAM: 2451                       D˜SK: 0,07895774
436     CPU: 2,664118                   RAM: 2451                       D˜SK: 0,536434
437     CPU: 4,711499                   RAM: 2456                       D˜SK: 0,4464755
438     CPU: 4,641122                   RAM: 2458                       D˜SK: 0,117478
439     CPU: 6,301898                   RAM: 2460                       D˜SK: 0,1085884
440     CPU: 3,934391                   RAM: 2459                       D˜SK: 0,702431
441     CPU: 4,549159                   RAM: 2456                       D˜SK: 0,02781074
442     CPU: 7,376033                   RAM: 2451                       D˜SK: 0,08065829
443     CPU: 10,18988                   RAM: 2453                       D˜SK: 0,08888702
444     CPU: 6,640426                   RAM: 2456                       D˜SK: 0,2552249
445     CPU: 8,231451                   RAM: 2462                       D˜SK: 0,05105889
446     CPU: 3,414199                   RAM: 2461                       D˜SK: 1,996209
447     CPU: 3,068657                   RAM: 2462                       D˜SK: 0,05461667
448     CPU: 5,460521                   RAM: 2451                       D˜SK: 0,02661145
449     CPU: 5,379213                   RAM: 2453                       D˜SK: 0,2185419
450     CPU: 5,201762                   RAM: 2455                       D˜SK: 0,07577917
451     CPU: 5,032093                   RAM: 2459                       D˜SK: 0,135481
452     CPU: 6,319472                   RAM: 2461                       D˜SK: 0,02645596
453     CPU: 6,03705                    RAM: 2458                       D˜SK: 1,609167
454     CPU: 8,759623                   RAM: 2452                       D˜SK: 0,1117382
455     CPU: 7,677345                   RAM: 2454                       D˜SK: 0,1637094
456     CPU: 7,946165                   RAM: 2452                       D˜SK: 0,0272981
457     CPU: 6,265613                   RAM: 2452                       D˜SK: 0,06242182
458     CPU: 5,323508                   RAM: 2455                       D˜SK: 0,09158894
459     CPU: 4,377011                   RAM: 2458                       D˜SK: 0,1881629
460     CPU: 8,057624                   RAM: 2452                       D˜SK: 0,02755864
461     CPU: 3,428556                   RAM: 2454                       D˜SK: 0,1038662
462     CPU: 9,62459                    RAM: 2456                       D˜SK: 1,308684
463     CPU: 9,711566                   RAM: 2460                       D˜SK: 1,149429
464     CPU: 5,708253                   RAM: 2459                       D˜SK: 11,30082
465     CPU: 10,14755                   RAM: 2452                       D˜SK: 1,445982
466     CPU: 6,650767                   RAM: 2455                       D˜SK: 0,08131874
467     CPU: 4,808866                   RAM: 2456                       D˜SK: 0,08998679
468     CPU: 4,650037                   RAM: 2458                       D˜SK: 0
469     CPU: 6,556516                   RAM: 2460                       D˜SK: 0,1527364
470     CPU: 5,79331                    RAM: 2458                       D˜SK: 0,08154093
471     CPU: 8,359835                   RAM: 2449                       D˜SK: 0,07657626
472     CPU: 4,464129                   RAM: 2451                       D˜SK: 0,02650356
473     CPU: 7,040063                   RAM: 2455                       D˜SK: 0,1644653
474     CPU: 7,161362                   RAM: 2458                       D˜SK: 1,446092
475     CPU: 4,87699                    RAM: 2449                       D˜SK: 0,2368555
476     CPU: 7,968818                   RAM: 2452                       D˜SK: 0,07367643
477     CPU: 7,521579                   RAM: 2456                       D˜SK: 0,1369755
478     CPU: 1,348614                   RAM: 2456                       D˜SK: 0,3276285
479     CPU: 3,030738                   RAM: 2459                       D˜SK: 0,1055603
480     CPU: 3,875683                   RAM: 2459                       D˜SK: 1,93566
481     CPU: 6,872716                   RAM: 2458                       D˜SK: 1,821113
482     CPU: 9,582769                   RAM: 2449                       D˜SK: 0,08438474
483     CPU: 10,96869                   RAM: 2461                       D˜SK: 3,516573
484     CPU: 8,275224                   RAM: 2462                       D˜SK: 9,752684
485     CPU: 4,210505                   RAM: 2451                       D˜SK: 0,09483437
486     CPU: 9,096782                   RAM: 2447                       D˜SK: 0,1372632
487     CPU: 3,851527                   RAM: 2451                       D˜SK: 0,02680045
488     CPU: 7,124184                   RAM: 2451                       D˜SK: 0,05561368
489     CPU: 1,157784                   RAM: 2454                       D˜SK: 1,228068
490     CPU: 7,331382                   RAM: 2456                       D˜SK: 0,321646
491     CPU: 11,3569                    RAM: 2482                       D˜SK: 2,468365
492     CPU: 6,057117                   RAM: 2470                       D˜SK: 1,414489
493     CPU: 7,245476                   RAM: 2474                       D˜SK: 2,28457
494     CPU: 6,063583                   RAM: 2476                       D˜SK: 0,1042947
495     CPU: 7,127248                   RAM: 2478                       D˜SK: 0,5147045
496     CPU: 12,04798                   RAM: 2471                       D˜SK: 0,08082469
497     CPU: 4,25771                    RAM: 2475                       D˜SK: 0,1622105
498     CPU: 7,70108                    RAM: 2478                       D˜SK: 0,08427089
499     CPU: 1,02379                    RAM: 2478                       D˜SK: 0,1332039
500     CPU: 10,87457                   RAM: 2480                       D˜SK: 0,1017132
501     CPU: 8,191567                   RAM: 2481                       D˜SK: 0,0830967
502     CPU: 9,718951                   RAM: 2469                       D˜SK: 0,0243022
503     CPU: 3,473005                   RAM: 2473                       D˜SK: 0,08211885
504     CPU: 7,531874                   RAM: 2475                       D˜SK: 2,128875
505     CPU: 4,586003                   RAM: 2478                       D˜SK: 0,08628874
506     CPU: 6,76282                    RAM: 2479                       D˜SK: 0,02655595
507     CPU: 16,1974                    RAM: 2470                       D˜SK: 0,0837457
508     CPU: 21,59806                   RAM: 2475                       D˜SK: 41,90572
509     CPU: 1,853117                   RAM: 2476                       D˜SK: 0,921818
510     CPU: 7,788006                   RAM: 2477                       D˜SK: 0,02630072
511     CPU: 5,119155                   RAM: 2477                       D˜SK: 3,165598
512     CPU: 10,48903                   RAM: 2479                       D˜SK: 0,283877
513     CPU: 9,235531                   RAM: 2481                       D˜SK: 0,4013312
514     CPU: 4,733761                   RAM: 2485                       D˜SK: 94,93121
515     CPU: 7,337525                   RAM: 2479                       D˜SK: 120,6949
516     CPU: 3,578739                   RAM: 2489                       D˜SK: 295,9084
517     CPU: 8,439297                   RAM: 2497                       D˜SK: 330,6312
518     CPU: 19,19782                   RAM: 2467                       D˜SK: 375,4496
519     CPU: 10,91504                   RAM: 2462                       D˜SK: 425,8549
520     CPU: 8,776678                   RAM: 2465                       D˜SK: 303,0338
521     CPU: 11,54447                   RAM: 2464                       D˜SK: 1,024051
522     CPU: 6,784303                   RAM: 2463                       D˜SK: 0,8260412
523     CPU: 9,231192                   RAM: 2462                       D˜SK: 0,09222585
524     CPU: 4,495285                   RAM: 2458                       D˜SK: 0,9096792
525     CPU: 8,411999                   RAM: 2456                       D˜SK: 0,07816837
526     CPU: 4,708858                   RAM: 2455                       D˜SK: 0,07731867
527     CPU: 6,191618                   RAM: 2456                       D˜SK: 0,7413804
528     CPU: 5,793215                   RAM: 2451                       D˜SK: 2,123368
529     CPU: 3,186646                   RAM: 2453                       D˜SK: 0,02609637
530     CPU: 21,61286                   RAM: 2454                       D˜SK: 6,708006
531     CPU: 4,341555                   RAM: 2451                       D˜SK: 6,422811
532     CPU: 7,867863                   RAM: 2452                       D˜SK: 1,669903
533     CPU: 9,446196                   RAM: 2454                       D˜SK: 0,02851467
534     CPU: 8,861928                   RAM: 2456                       D˜SK: 0,0835252
535     CPU: 8,285672                   RAM: 2454                       D˜SK: 0,1411259
536     CPU: 4,720722                   RAM: 2457                       D˜SK: 0,08029363
537     CPU: 5,611853                   RAM: 2456                       D˜SK: 0,02664929
538     CPU: 5,799471                   RAM: 2455                       D˜SK: 0,1145094
539     CPU: 4,469435                   RAM: 2456                       D˜SK: 0,08966756
540     CPU: 6,580819                   RAM: 2452                       D˜SK: 0,1336065
541     CPU: 0                          RAM: 2454                       D˜SK: 0
542     CPU: 7,606309                   RAM: 2456                       D˜SK: 0,9734915
543     CPU: 4,063972                   RAM: 2460                       D˜SK: 0,3522403
544     CPU: 7,058434                   RAM: 2462                       D˜SK: 0,4942113
545     CPU: 4,31762                    RAM: 2452                       D˜SK: 0,1093009
546     CPU: 7,732456                   RAM: 2451                       D˜SK: 1,52255
547     CPU: 3,92237                    RAM: 2452                       D˜SK: 0,09088627
548     CPU: 6,400423                   RAM: 2448                       D˜SK: 0,02632779
549     CPU: 2,453679                   RAM: 2452                       D˜SK: 0,1099764
550     CPU: 7,591385                   RAM: 2455                       D˜SK: 0,6188962
551     CPU: 4,135204                   RAM: 2456                       D˜SK: 0,07684964
552     CPU: 4,606212                   RAM: 2458                       D˜SK: 0,02612224
553     CPU: 6,750823                   RAM: 2448                       D˜SK: 0,1209649
554     CPU: 7,614585                   RAM: 2451                       D˜SK: 0,07915181
555     CPU: 7,881957                   RAM: 2453                       D˜SK: 0,2430696
556     CPU: 6,957707                   RAM: 2455                       D˜SK: 0,02663261
557     CPU: 4,537178                   RAM: 2459                       D˜SK: 0,1936331
558     CPU: 7,799578                   RAM: 2448                       D˜SK: 0,08822526
559     CPU: 4,402886                   RAM: 2451                       D˜SK: 0,2757618
560     CPU: 10,65902                   RAM: 2456                       D˜SK: 1,858602
561     CPU: 2,485765                   RAM: 2456                       D˜SK: 1,162811
562     CPU: 1,963337                   RAM: 2450                       D˜SK: 0,2159656
563     CPU: 6,685846                   RAM: 2454                       D˜SK: 0,1010236
564     CPU: 9,19967                    RAM: 2456                       D˜SK: 0,02657269
565     CPU: 4,533192                   RAM: 2458                       D˜SK: 0,07376567
566     CPU: 11,55636                   RAM: 2452                       D˜SK: 12,54743
567     CPU: 9,083115                   RAM: 2456                       D˜SK: 0,07548437
568     CPU: 5,240427                   RAM: 2458                       D˜SK: 0,02612843
569     CPU: 10,94271                   RAM: 2460                       D˜SK: 0,09818169
570     CPU: 10,25207                   RAM: 2460                       D˜SK: 0,6464727
571     CPU: 3,979515                   RAM: 2449                       D˜SK: 0,4236439
572     CPU: 5,127197                   RAM: 2452                       D˜SK: 0
573     CPU: 6,989957                   RAM: 2454                       D˜SK: 0,12226
574     CPU: 6,186014                   RAM: 2456                       D˜SK: 0,1315045
575     CPU: 7,858281                   RAM: 2460                       D˜SK: 0,02637511
576     CPU: 3,924283                   RAM: 2462                       D˜SK: 3,917449
577     CPU: 8,401408                   RAM: 2454                       D˜SK: 0,09853134
578     CPU: 8,174232                   RAM: 2456                       D˜SK: 0,9484856
579     CPU: 4,52989                    RAM: 2458                       D˜SK: 0,02646711
580     CPU: 6,210075                   RAM: 2460                       D˜SK: 0,1058275
581     CPU: 6,907738                   RAM: 2462                       D˜SK: 0,1019241
582     CPU: 4,689928                   RAM: 2460                       D˜SK: 0,4391817
583     CPU: 3,883341                   RAM: 2452                       D˜SK: 0,0262762
584     CPU: 5,250562                   RAM: 2454                       D˜SK: 0,05736205
585     CPU: 13,53939                   RAM: 2458                       D˜SK: 0,13832
586     CPU: 9,522                      RAM: 2460                       D˜SK: 6,989223
587     CPU: 4,940773                   RAM: 2452                       D˜SK: 0,3588479
588     CPU: 6,307634                   RAM: 2454                       D˜SK: 0,09780826
589     CPU: 4,136864                   RAM: 2458                       D˜SK: 0,09478956
590     CPU: 5,58395                    RAM: 2516                       D˜SK: 3,803398
591     CPU: 10,35057                   RAM: 2517                       D˜SK: 0,07927475
592     CPU: 3,752143                   RAM: 2514                       D˜SK: 0,3614973
593     CPU: 3,311223                   RAM: 2505                       D˜SK: 0,7288374
594     CPU: 2,852974                   RAM: 2507                       D˜SK: 0,08011092
595     CPU: 7,039735                   RAM: 2511                       D˜SK: 0,02917215
596     CPU: 5,117066                   RAM: 2514                       D˜SK: 0,1584109
597     CPU: 6,080914                   RAM: 2516                       D˜SK: 0,08130335
598     CPU: 5,288734                   RAM: 2514                       D˜SK: 0,0263347
599     CPU: 6,613448                   RAM: 2507                       D˜SK: 0,08160094
600     CPU: 5,925482                   RAM: 2509                       D˜SK: 0,08172315
601     CPU: 7,651441                   RAM: 2513                       D˜SK: 0,1778251
602     CPU: 5,220266                   RAM: 2506                       D˜SK: 0,02684537
603     CPU: 4,439385                   RAM: 2510                       D˜SK: 0,05834892
604     CPU: 6,240224                   RAM: 2510                       D˜SK: 0,1824811
605     CPU: 8,602857                   RAM: 2504                       D˜SK: 0,08166208
606     CPU: 7,218619                   RAM: 2506                       D˜SK: 1,882002
607     CPU: 6,580309                   RAM: 2510                       D˜SK: 0,08899894
608     CPU: 4,207536                   RAM: 2513                       D˜SK: 1,948539
609     CPU: 12,03747                   RAM: 2514                       D˜SK: 0,09416704
610     CPU: 2,894928                   RAM: 2504                       D˜SK: 0,04813601
611     CPU: 6,443395                   RAM: 2508                       D˜SK: 1,01019
612     CPU: 4,587811                   RAM: 2508                       D˜SK: 0,1400553
613     CPU: 9,889201                   RAM: 2512                       D˜SK: 0,0766059
614     CPU: 4,494409                   RAM: 2514                       D˜SK: 0,02662924
615     CPU: 5,495453                   RAM: 2506                       D˜SK: 0,06534392
616     CPU: 8,108557                   RAM: 2508                       D˜SK: 0,1523254
617     CPU: 7,279677                   RAM: 2512                       D˜SK: 0,134374
618     CPU: 7,808425                   RAM: 2514                       D˜SK: 0,0263707
619     CPU: 4,729996                   RAM: 2515                       D˜SK: 1,940549
620     CPU: 6,827867                   RAM: 2506                       D˜SK: 0,9233512
621     CPU: 3,512359                   RAM: 2510                       D˜SK: 0,3264889
622     CPU: 6,711265                   RAM: 2512                       D˜SK: 0,02758474
623     CPU: 2,591128                   RAM: 2512                       D˜SK: 0,07444505
624     CPU: 3,848012                   RAM: 2514                       D˜SK: 2,137203
625     CPU: 4,500894                   RAM: 2513                       D˜SK: 0,02626901
626     CPU: 8,238203                   RAM: 2507                       D˜SK: 48,03593
627     CPU: 11,64281                   RAM: 2496                       D˜SK: 74,98913
628     CPU: 12,17275                   RAM: 2488                       D˜SK: 29,39684
629     CPU: 11,98092                   RAM: 2487                       D˜SK: 5,931511
630     CPU: 17,89254                   RAM: 2498                       D˜SK: 176,1436
631     CPU: 16,53798                   RAM: 2486                       D˜SK: 36,86176
632     CPU: 15,95193                   RAM: 2492                       D˜SK: 2,871522
633     CPU: 14,70883                   RAM: 2493                       D˜SK: 0,06210095
634     CPU: 3,399822                   RAM: 2485                       D˜SK: 5,453344
635     CPU: 1,873124                   RAM: 2488                       D˜SK: 0,1125451
636     CPU: 7,21175                    RAM: 2491                       D˜SK: 0,140359
637     CPU: 4,982034                   RAM: 2494                       D˜SK: 0,613959
638     CPU: 7,545372                   RAM: 2498                       D˜SK: 0,07607558
639     CPU: 7,780076                   RAM: 2524                       D˜SK: 5,073987
640     CPU: 5,796799                   RAM: 2516                       D˜SK: 1,348089
641     CPU: 8,521298                   RAM: 2514                       D˜SK: 12,30657
642     CPU: 8,440299                   RAM: 2519                       D˜SK: 0,1540496
643     CPU: 7,120713                   RAM: 2513                       D˜SK: 0,4725204
644     CPU: 8,283338                   RAM: 2515                       D˜SK: 1,240985
645     CPU: 5,297056                   RAM: 2515                       D˜SK: 0
646     CPU: 1,643372                   RAM: 2518                       D˜SK: 0,1394713
647     CPU: 11,94771                   RAM: 2513                       D˜SK: 0,08353186
648     CPU: 4,973478                   RAM: 2517                       D˜SK: 0,1487055
649     CPU: 7,094152                   RAM: 2519                       D˜SK: 0,05292119
650     CPU: 4,275068                   RAM: 2520                       D˜SK: 0,07291083
651     CPU: 5,075686                   RAM: 2519                       D˜SK: 10,78467
652     CPU: 10,38406                   RAM: 2512                       D˜SK: 0,02669939
653     CPU: 5,935276                   RAM: 2515                       D˜SK: 1,437061
654     CPU: 7,086592                   RAM: 2518                       D˜SK: 0,08132076
655     CPU: 4,801792                   RAM: 2519                       D˜SK: 0,1151902
656     CPU: 5,018143                   RAM: 2518                       D˜SK: 0,2263809
657     CPU: 3,225904                   RAM: 2516                       D˜SK: 0,2150581
658     CPU: 8,10624                    RAM: 2511                       D˜SK: 0,4620616
659     CPU: 9,171884                   RAM: 2513                       D˜SK: 0,1194406
660     CPU: 2,772131                   RAM: 2517                       D˜SK: 0,0255479
661     CPU: 13,11659                   RAM: 2510                       D˜SK: 4,049495
662     CPU: 4,434331                   RAM: 2516                       D˜SK: 0,3607232
663     CPU: 6,884599                   RAM: 2509                       D˜SK: 0,1387085
664     CPU: 7,57296                    RAM: 2511                       D˜SK: 0,02660886
665     CPU: 3,612816                   RAM: 2514                       D˜SK: 0,09254428
666     CPU: 3,198632                   RAM: 2516                       D˜SK: 0,5037117
667     CPU: 2,260439                   RAM: 2519                       D˜SK: 0,07660922
668     CPU: 8,017505                   RAM: 2518                       D˜SK: 0,02666404
669     CPU: 6,276225                   RAM: 2508                       D˜SK: 0,05981416
670     CPU: 11,81749                   RAM: 2514                       D˜SK: 0,1484049
671     CPU: 6,541283                   RAM: 2519                       D˜SK: 1,818442
672     CPU: 6,48932                    RAM: 2521                       D˜SK: 0,2292493
673     CPU: 6,037385                   RAM: 2517                       D˜SK: 0,3578049
674     CPU: 4,766438                   RAM: 2510                       D˜SK: 1,026528
675     CPU: 7,85183                    RAM: 2513                       D˜SK: 0,08134601
676     CPU: 3,573598                   RAM: 2514                       D˜SK: 0,1274659
677     CPU: 1,851655                   RAM: 2517                       D˜SK: 0,05234245
678     CPU: 8,12454                    RAM: 2520                       D˜SK: 0,08020491
679     CPU: 3,440289                   RAM: 2518                       D˜SK: 0,02697348
680     CPU: 10,2146                    RAM: 2512                       D˜SK: 0,08173244
681     CPU: 5,08735                    RAM: 2514                       D˜SK: 0,1392144
682     CPU: 8,513542                   RAM: 2517                       D˜SK: 0,08326185
683     CPU: 6,474488                   RAM: 2518                       D˜SK: 0,02338624
684     CPU: 7,688178                   RAM: 2510                       D˜SK: 0,1440844
685     CPU: 6,511252                   RAM: 2512                       D˜SK: 0,1094159
686     CPU: 15,42397                   RAM: 2499                       D˜SK: 0,2009044
687     CPU: 12,6072                    RAM: 2479                       D˜SK: 0,04582798
688     CPU: 6,319379                   RAM: 2485                       D˜SK: 0,2613376
689     CPU: 5,412006                   RAM: 2488                       D˜SK: 0,4150207
690     CPU: 5,999832                   RAM: 2491                       D˜SK: 0,5625185
691     CPU: 9,898219                   RAM: 2494                       D˜SK: 0,138812
692     CPU: 8,078231                   RAM: 2484                       D˜SK: 0,0800229
693     CPU: 4,43241                    RAM: 2486                       D˜SK: 0,06061943
694     CPU: 7,598125                   RAM: 2490                       D˜SK: 0,08876015
695     CPU: 6,068292                   RAM: 2492                       D˜SK: 0,02644197
696     CPU: 6,768067                   RAM: 2491                       D˜SK: 0,1551767
697     CPU: 6,476791                   RAM: 2492                       D˜SK: 0,8792028
698     CPU: 2,561903                   RAM: 2492                       D˜SK: 0,1734783
699     CPU: 8,151387                   RAM: 2489                       D˜SK: 0,3681329
700     CPU: 7,527798                   RAM: 2491                       D˜SK: 0,07272899
701     CPU: 7,30665                    RAM: 2494                       D˜SK: 0,09885956
702     CPU: 7,850871                   RAM: 2496                       D˜SK: 0,1006326
703     CPU: 10,32502                   RAM: 2488                       D˜SK: 0,6382198
704     CPU: 4,464711                   RAM: 2492                       D˜SK: 0,09856386
705     CPU: 7,028275                   RAM: 2494                       D˜SK: 0,2373567
706     CPU: 5,694065                   RAM: 2496                       D˜SK: 0,1321826
707     CPU: 3,971429                   RAM: 2493                       D˜SK: 0,1483112
708     CPU: 3,820465                   RAM: 2495                       D˜SK: 0,4688738
709     CPU: 4,856458                   RAM: 2491                       D˜SK: 1,264955
710     CPU: 5,570498                   RAM: 2487                       D˜SK: 0,0261868
711     CPU: 8,994991                   RAM: 2489                       D˜SK: 1,678599
712     CPU: 10,05774                   RAM: 2491                       D˜SK: 0,3172118
713     CPU: 4,915981                   RAM: 2492                       D˜SK: 0,1588742
714     CPU: 23,06542                   RAM: 2486                       D˜SK: 0,02563451
715     CPU: 27,48239                   RAM: 2514                       D˜SK: 0,2039908
716     CPU: 20,04792                   RAM: 2519                       D˜SK: 0,2073599
717     CPU: 6,720323                   RAM: 2514                       D˜SK: 1,269382
718     CPU: 9,897854                   RAM: 2515                       D˜SK: 0,04527102
719     CPU: 9,234599                   RAM: 2521                       D˜SK: 0,1423578
720     CPU: 10,14818                   RAM: 2512                       D˜SK: 0,150978
721     CPU: 8,071569                   RAM: 2515                       D˜SK: 0,3028063
722     CPU: 6,705375                   RAM: 2514                       D˜SK: 0,1336035
723     CPU: 19,72228                   RAM: 2513                       D˜SK: 17,86799
724     CPU: 8,99572                    RAM: 2513                       D˜SK: 0,4897326
725     CPU: 10,50153                   RAM: 2511                       D˜SK: 0,07432132
726     CPU: 10,64328                   RAM: 2512                       D˜SK: 0,02663537
727     CPU: 5,608413                   RAM: 2509                       D˜SK: 0,1492352
728     CPU: 4,615586                   RAM: 2507                       D˜SK: 0,2555584
729     CPU: 8,614962                   RAM: 2504                       D˜SK: 0,02626959
730     CPU: 7,683127                   RAM: 2496                       D˜SK: 1,972436
731     CPU: 2,941431                   RAM: 2499                       D˜SK: 0,1372759
732     CPU: 4,501749                   RAM: 2504                       D˜SK: 0,1632365
733     CPU: 5,457604                   RAM: 2507                       D˜SK: 0,02493687
734     CPU: 7,091316                   RAM: 2509                       D˜SK: 0,08336062
735     CPU: 9,277162                   RAM: 2511                       D˜SK: 0,1102483
736     CPU: 4,632256                   RAM: 2513                       D˜SK: 0,6590703
737     CPU: 10,55581                   RAM: 2502                       D˜SK: 2,302513
738     CPU: 5,651842                   RAM: 2506                       D˜SK: 0,5451268
739     CPU: 3,637966                   RAM: 2509                       D˜SK: 0,07645378
740     CPU: 9,859428                   RAM: 2511                       D˜SK: 0,08038928
741     CPU: 3,731405                   RAM: 2511                       D˜SK: 0
742     CPU: 4,883882                   RAM: 2502                       D˜SK: 1,5265
743     CPU: 6,031552                   RAM: 2504                       D˜SK: 0,2292347
744     CPU: 5,841869                   RAM: 2506                       D˜SK: 0,08101835
745     CPU: 5,935965                   RAM: 2510                       D˜SK: 1,645897
746     CPU: 5,767219                   RAM: 2513                       D˜SK: 0,09226273
747     CPU: 3,994655                   RAM: 2504                       D˜SK: 0,1153087
748     CPU: 6,461123                   RAM: 2506                       D˜SK: 0,1117162
749     CPU: 9,004376                   RAM: 2510                       D˜SK: 0,117475
750     CPU: 4,527221                   RAM: 2513                       D˜SK: 1,407862
751     CPU: 4,201986                   RAM: 2511                       D˜SK: 0,08632074
752     CPU: 6,773494                   RAM: 2507                       D˜SK: 0,1883927
753     CPU: 5,834915                   RAM: 2501                       D˜SK: 0,0219707
754     CPU: 4,358649                   RAM: 2503                       D˜SK: 1,299141
755     CPU: 10,49109                   RAM: 2505                       D˜SK: 1,187314
756     CPU: 5,28745                    RAM: 2509                       D˜SK: 0,06347774
757     CPU: 6,477201                   RAM: 2511                       D˜SK: 0,1857251
758     CPU: 6,550579                   RAM: 2508                       D˜SK: 0,05630301
759     CPU: 15,12721                   RAM: 2503                       D˜SK: 0,1601809
760     CPU: 6,41573                    RAM: 2507                       D˜SK: 0,02697301
761     CPU: 7,183089                   RAM: 2510                       D˜SK: 0,102925
762     CPU: 5,501997                   RAM: 2509                       D˜SK: 0,8130639
763     CPU: 1,908566                   RAM: 2509                       D˜SK: 0,1261037
764     CPU: 5,798615                   RAM: 2503                       D˜SK: 0,02636858
765     CPU: 7,394255                   RAM: 2505                       D˜SK: 0,07543514
766     CPU: 4,89162                    RAM: 2510                       D˜SK: 0,08113865
767     CPU: 9,425038                   RAM: 2512                       D˜SK: 0,1403229
768     CPU: 3,89239                    RAM: 2513                       D˜SK: 0,02627005
769     CPU: 8,679053                   RAM: 2503                       D˜SK: 0,1022866
770     CPU: 8,507695                   RAM: 2505                       D˜SK: 0,390543
771     CPU: 5,930378                   RAM: 2507                       D˜SK: 0,05879441
772     CPU: 5,145289                   RAM: 2507                       D˜SK: 1,136076
773     CPU: 2,158513                   RAM: 2509                       D˜SK: 1,758324
774     CPU: 9,132559                   RAM: 2511                       D˜SK: 2,255229
775     CPU: 5,210311                   RAM: 2502                       D˜SK: 0,08612332
776     CPU: 5,14255                    RAM: 2504                       D˜SK: 0,04937266
777     CPU: 1,964623                   RAM: 2507                       D˜SK: 0,1439835
778     CPU: 14,37289                   RAM: 2510                       D˜SK: 0,1034953
779     CPU: 3,371845                   RAM: 2508                       D˜SK: 0,1248181
780     CPU: 13,79925                   RAM: 2500                       D˜SK: 1,394113
781     CPU: 4,610104                   RAM: 2502                       D˜SK: 0,1125041
782     CPU: 5,77362                    RAM: 2504                       D˜SK: 0,1463241
783     CPU: 0                          RAM: 2506                       D˜SK: 0,07071421
784     CPU: 10,27817                   RAM: 2510                       D˜SK: 1,566249
785     CPU: 6,661744                   RAM: 2510                       D˜SK: 0,09002692
786     CPU: 7,626817                   RAM: 2501                       D˜SK: 0,3803144
787     CPU: 9,927064                   RAM: 2504                       D˜SK: 0,2031158
788     CPU: 4,161664                   RAM: 2508                       D˜SK: 0,8722918
789     CPU: 6,114912                   RAM: 2508                       D˜SK: 0,09908871
790     CPU: 9,743187                   RAM: 2505                       D˜SK: 0,118247
791     CPU: 6,22556                    RAM: 2499                       D˜SK: 0,07817775
792     CPU: 4,316889                   RAM: 2504                       D˜SK: 0,1764167
793     CPU: 2,829077                   RAM: 2505                       D˜SK: 0,1142258
794     CPU: 4,64917                    RAM: 2507                       D˜SK: 0,10391
795     CPU: 3,408717                   RAM: 2509                       D˜SK: 0,1196024
796     CPU: 4,39114                    RAM: 2509                       D˜SK: 0,05663323
797     CPU: 5,748793                   RAM: 2509                       D˜SK: 0,1711165
798     CPU: 12,63009                   RAM: 2501                       D˜SK: 0,2587757
799     CPU: 6,567857                   RAM: 2500                       D˜SK: 0,06949042
800     CPU: 6,241976                   RAM: 2496                       D˜SK: 19,81461
801     CPU: 6,23178                    RAM: 2496                       D˜SK: 0,1360099
802     CPU: 4,179097                   RAM: 2504                       D˜SK: 0,4688247
803     CPU: 3,293476                   RAM: 2503                       D˜SK: 0
804     CPU: 4,465727                   RAM: 2497                       D˜SK: 0,083106
